,REVENUE,HWT_SUBSCRIBER,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_REGISTRATION,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN,fe_ONLY_HWT_CUSTOMER,fe_WP_INACTIVE_SUB,fe_WP_BASIC_SUB,fe_WP_PREMIUM_SUB
165,1485.75,1,15,1,11,2,86.77,1,1,0,1,5,2,14,0,1,1,1,90.0,64.0,3,0,2,17,0,0,0.06666666666666668,0.19592024893396334,1,goldmansacs,professional_domain,0,0,1,0
166,2820.0,1,95,7,6,8,92.73,1,1,0,0,6,2,6,1,1,1,0,70.0,203.1,5,1,3,13,0,0,0.07368421052631577,0.14019195513857435,1,gmail,personal_domain,0,1,0,0
167,3228.0,1,68,2,6,10,120.62,1,1,1,1,5,2,6,5,5,0,0,70.0,220.2,7,1,3,13,309,0,0.029411764705882356,0.1077764881445863,1,protonmail,personal_domain,0,1,0,0
168,2050.0,1,53,2,4,2,105.03,0,2,0,1,5,1,25,0,5,0,0,70.0,161.0,4,2,3,13,28,0,0.03773584905660377,0.12377415976387697,0,jnj,professional_domain,0,0,1,0
170,2790.0,1,78,3,10,5,121.38,1,1,0,1,5,1,48,0,2,0,0,80.0,178.8,5,1,3,15,0,0,0.038461538461538464,0.1235788433020267,0,gmail,personal_domain,0,0,1,0
175,1312.0,1,47,3,6,5,75.06,1,1,0,0,6,1,11,2,1,1,0,80.0,109.1,3,0,2,15,0,0,0.06382978723404255,0.19984012789768185,1,protonmail,personal_domain,0,0,0,1
176,1360.0,1,32,5,7,2,110.75,1,0,0,1,5,2,22,0,2,0,0,90.0,127.4,4,0,3,12,0,0,0.15625,0.10835214446952596,0,travelers,professional_domain,0,0,1,0
177,3300.0,1,60,8,8,3,111.0,1,0,1,1,6,2,6,0,6,0,0,70.0,264.0,6,1,5,7,0,0,0.13333333333333333,0.06306306306306306,1,gmail,personal_domain,0,1,0,0
178,1910.0,1,129,6,8,5,88.5,1,1,0,0,6,1,13,0,0,0,0,70.0,171.6,5,1,3,14,0,0,0.04651162790697674,0.15819209039548024,1,gmail,personal_domain,0,1,0,0
180,1745.0,1,53,2,6,5,128.0,1,3,3,1,6,2,32,2,1,1,0,70.0,156.4,5,1,2,16,0,0,0.03773584905660377,0.125,0,chevron,professional_domain,0,0,1,0
181,2130.0,1,177,7,6,10,118.99,1,1,0,1,4,1,4,6,2,1,0,80.0,166.4,5,1,3,14,67,0,0.03954802259887006,0.11765694596184552,1,yahoo,personal_domain,0,1,0,0
182,1670.0,1,70,2,7,2,95.34,1,3,0,1,5,1,31,3,3,0,0,70.0,137.4,5,0,3,14,0,0,0.028571428571428567,0.14684287812041116,0,merck,professional_domain,0,0,1,0
183,760.0,1,13,5,12,2,93.0,1,7,0,1,6,1,28,3,4,1,0,80.0,78.4,3,0,3,13,0,0,0.38461538461538464,0.13978494623655913,0,dupont,professional_domain,0,0,1,0
184,1639.0,1,103,4,7,9,84.25,1,1,0,1,5,1,37,3,1,0,0,70.0,148.2,5,1,3,14,170,0,0.03883495145631068,0.1661721068249258,0,exxon,professional_domain,0,0,1,0
185,1280.0,1,56,9,5,6,91.0,1,3,0,1,5,1,3,0,7,0,0,70.0,98.4,3,1,2,16,0,0,0.16071428571428573,0.17582417582417584,1,live,junk_domain,0,1,0,0
186,2030.0,1,61,1,4,9,33.0,1,1,0,0,6,1,12,0,1,0,0,80.0,92.2,3,0,2,15,0,0,0.016393442622950817,0.4545454545454545,1,mmm,professional_domain,0,1,0,0
187,1750.0,1,38,8,7,9,86.17,1,2,0,1,6,1,7,3,3,0,0,70.0,164.7,5,1,3,13,0,0,0.21052631578947367,0.1508645700359754,1,boeing,professional_domain,0,1,0,0
188,1810.0,1,77,5,7,1,165.43,0,0,1,1,5,2,5,6,4,1,1,70.0,158.6,5,1,3,14,0,0,0.06493506493506493,0.08462793930967781,1,mmm,professional_domain,0,1,0,0
189,1160.0,1,35,3,5,3,105.2,1,4,0,1,6,2,47,0,1,0,0,80.0,140.3,5,0,2,14,0,0,0.08571428571428573,0.13307984790874525,0,passport,junk_domain,0,0,1,0
190,1034.0,1,13,4,11,6,24.8,1,3,1,0,5,2,6,0,6,0,0,80.0,98.7,3,0,2,14,359,0,0.3076923076923077,0.5645161290322579,1,passport,junk_domain,0,0,1,0
191,2512.5,1,54,9,9,9,100.12,1,0,0,1,6,1,37,0,1,1,1,70.0,153.4,5,1,3,13,248,0,0.16666666666666666,0.12984418697562924,0,yahoo,personal_domain,0,0,1,0
192,2948.75,1,41,1,6,6,35.0,1,0,0,0,6,2,5,0,4,0,0,70.0,135.0,4,0,3,15,259,0,0.024390243902439025,0.42857142857142855,1,yahoo,personal_domain,0,1,0,0
193,1470.0,1,42,6,8,10,75.0,1,0,1,1,6,1,7,0,3,1,0,70.0,114.3,3,0,1,18,0,0,0.14285714285714285,0.24,1,yahoo,personal_domain,0,1,0,0
194,1650.0,1,78,6,5,10,100.0,0,1,0,1,6,1,7,0,3,0,0,90.0,197.7,7,1,3,12,272,0,0.07692307692307693,0.12,1,protonmail,personal_domain,0,1,0,0
195,665.0,1,13,6,11,3,52.2,0,1,0,1,5,2,4,1,15,1,1,70.0,113.1,3,0,2,14,0,0,0.4615384615384616,0.2681992337164751,1,gmail,personal_domain,0,0,0,1
196,3945.0,1,88,3,8,10,95.91,1,0,0,1,5,1,31,0,1,0,0,80.0,247.3,7,1,4,11,344,0,0.03409090909090909,0.1146908560108435,0,yahoo,personal_domain,0,0,1,0
197,1490.0,1,38,5,5,5,76.69,0,1,0,1,6,2,11,0,6,0,0,70.0,88.3,3,1,3,13,0,0,0.13157894736842105,0.1695136262876516,1,boeing,professional_domain,0,0,0,1
199,1440.0,1,46,4,7,10,85.0,1,0,0,1,6,1,42,1,4,1,0,70.0,202.0,8,2,3,12,320,0,0.08695652173913042,0.1411764705882353,0,yahoo,personal_domain,0,0,1,0
200,849.0,1,14,2,11,1,132.6,1,1,1,1,6,1,8,0,4,0,0,80.0,172.8,8,0,1,17,144,0,0.14285714285714285,0.12820512820512822,1,merck,professional_domain,0,0,1,0
201,3900.0,1,68,7,10,5,113.5,1,0,0,1,6,2,7,0,1,0,0,70.0,215.3,6,2,4,11,204,0,0.10294117647058824,0.09691629955947137,1,live,junk_domain,0,1,0,0
202,2060.0,1,88,2,9,1,195.32,1,0,1,1,6,1,14,0,1,0,0,80.0,122.6,2,1,3,13,0,0,0.022727272727272728,0.06655744419414295,1,disney,professional_domain,0,1,0,0
205,2018.0,1,65,7,5,7,137.0,1,1,0,1,6,2,37,2,0,1,1,60.0,182.0,6,2,3,11,288,0,0.1076923076923077,0.08029197080291971,0,passport,junk_domain,0,0,1,0
206,2012.5,1,37,1,5,3,32.0,0,0,0,1,6,1,4,2,1,0,0,80.0,100.5,3,1,3,13,0,0,0.027027027027027032,0.40625,1,verizon,professional_domain,0,1,0,0
207,1074.0,1,15,2,11,1,53.9,0,1,0,1,6,2,15,0,1,0,0,80.0,160.5,6,0,2,15,0,0,0.13333333333333333,0.2782931354359926,0,gmail,personal_domain,0,0,1,0
208,3489.0,1,90,2,7,10,134.68,1,2,0,0,6,1,3,0,12,0,0,60.0,181.8,6,1,4,9,246,0,0.022222222222222227,0.06682506682506682,1,unitedhealth,professional_domain,0,1,0,0
209,1190.0,1,86,4,4,8,59.0,1,4,0,1,6,2,13,8,10,0,0,80.0,94.9,3,1,3,13,0,0,0.04651162790697674,0.22033898305084745,1,protonmail,personal_domain,0,1,0,0
210,835.0,1,13,5,11,3,26.74,1,1,0,1,6,2,3,0,1,1,0,80.0,109.2,4,0,2,17,0,0,0.38461538461538464,0.6357516828721017,1,dupont,professional_domain,0,0,0,1
211,1365.0,1,87,3,8,8,40.35,1,0,0,1,5,1,12,0,2,0,0,60.0,84.8,1,0,3,13,170,0,0.03448275862068965,0.322180916976456,1,ge,for_proft_domain,0,1,0,0
212,1480.0,1,95,2,3,2,78.35,1,0,0,0,6,1,13,0,3,0,0,60.0,117.5,4,0,3,14,0,0,0.021052631578947368,0.1786853860880664,1,pfizer,professional_domain,0,1,0,0
213,1439.0,1,30,6,4,8,134.73,1,3,0,1,6,1,14,0,3,0,0,60.0,169.6,6,1,2,15,0,0,0.2,0.111333778668448,1,goldmansacs,professional_domain,0,0,1,0
214,2715.0,1,129,5,9,2,49.01,1,1,0,0,5,2,14,4,1,1,1,60.0,131.4,4,1,3,11,166,0,0.03875968992248062,0.2244439910222404,1,chevron,professional_domain,0,1,0,0
215,1190.0,1,45,6,5,3,200.46,1,3,0,1,7,1,3,0,5,0,0,60.0,125.1,4,0,2,16,0,0,0.13333333333333333,0.0798164222288736,1,caterpillar,professional_domain,0,1,0,0
216,1602.0,1,53,8,7,2,187.61,1,4,0,1,5,2,5,0,5,1,0,80.0,114.5,3,1,3,13,11,0,0.1509433962264151,0.06929268162677896,1,live,junk_domain,0,1,0,0
218,5745.0,1,297,11,8,6,140.88,1,1,0,1,6,2,32,0,2,0,0,80.0,266.8,8,2,4,11,664,0,0.037037037037037035,0.07808063600227144,0,protonmail,personal_domain,0,1,0,0
219,2572.5,1,115,4,8,6,59.4,1,2,0,1,6,2,11,0,1,0,0,60.0,134.2,4,1,3,13,196,0,0.034782608695652174,0.21885521885521889,1,protonmail,personal_domain,0,1,0,0
220,3225.0,1,57,9,9,10,103.4,1,3,0,1,5,2,5,2,14,1,0,80.0,158.4,4,1,3,13,0,0,0.15789473684210525,0.12572533849129594,1,travelers,professional_domain,0,1,0,0
221,1000.0,1,15,6,12,6,90.38,1,0,0,1,5,2,12,0,3,0,0,70.0,176.4,5,1,2,14,0,0,0.4,0.15490152688647932,1,boeing,professional_domain,0,0,1,0
223,1841.0,1,168,6,8,2,85.5,1,0,0,1,6,2,6,3,1,0,0,70.0,141.9,5,1,3,14,0,0,0.03571428571428571,0.16374269005847952,1,protonmail,personal_domain,0,1,0,0
224,1300.0,1,33,4,4,9,77.34,1,2,2,1,5,1,50,0,4,0,0,70.0,136.0,4,1,3,12,0,0,0.12121212121212123,0.1551590380139643,0,ibm,professional_domain,0,0,1,0
225,1560.0,1,106,4,3,9,118.99,1,3,0,1,6,2,13,5,0,1,0,80.0,172.8,5,1,2,16,0,0,0.03773584905660377,0.13446508109925204,1,cisco,professional_domain,0,1,0,0
226,996.0,1,13,7,11,7,89.5,1,1,0,1,6,2,42,0,3,0,0,80.0,86.4,2,0,1,17,0,0,0.5384615384615384,0.18994413407821228,0,yahoo,personal_domain,0,0,1,0
227,2000.0,1,55,2,6,7,114.26,0,4,0,0,6,2,8,0,6,1,0,80.0,208.2,4,0,3,12,0,0,0.03636363636363636,0.10502363031682127,1,gmail,personal_domain,0,1,0,0
228,2110.0,1,63,9,7,10,76.75,1,1,0,1,5,1,8,4,4,1,0,60.0,194.8,6,1,3,11,16,0,0.14285714285714285,0.14332247557003258,1,protonmail,personal_domain,0,1,0,0
229,1725.0,1,124,3,7,2,170.0,1,3,0,1,7,1,45,4,0,0,0,70.0,132.0,3,1,3,15,509,0,0.024193548387096774,0.08823529411764706,0,gmail,personal_domain,0,0,1,0
230,675.0,1,16,2,12,1,89.0,1,5,0,0,5,1,1,4,8,0,0,70.0,101.2,3,0,2,15,0,0,0.125,0.16853932584269662,1,protonmail,personal_domain,0,1,0,0
231,2240.0,1,44,1,6,2,29.0,1,1,0,1,5,0,7,2,1,0,0,70.0,119.6,4,2,3,14,0,0,0.022727272727272728,0.4827586206896552,1,gmail,personal_domain,0,1,0,0
232,1360.0,1,74,3,7,6,86.64,1,3,0,1,5,1,8,0,6,0,0,70.0,108.0,3,0,2,18,135,0,0.040540540540540536,0.2077562326869806,1,gmail,personal_domain,0,1,0,0
233,2000.0,1,68,6,5,5,89.5,1,8,0,1,6,1,3,2,5,0,0,60.0,177.2,5,1,3,13,120,0,0.08823529411764706,0.1452513966480447,1,yahoo,personal_domain,0,1,0,0
234,1900.0,1,42,6,6,1,80.33,1,1,0,0,6,1,4,0,6,1,0,80.0,151.4,5,1,3,12,0,0,0.14285714285714285,0.14938379185858336,1,intel,professional_domain,0,1,0,0
235,1930.0,1,62,7,6,9,94.79,1,4,0,1,6,1,9,1,1,1,0,70.0,179.0,5,0,3,11,158,0,0.1129032258064516,0.11604599641312376,1,ge,for_proft_domain,0,1,0,0
236,3510.0,1,107,4,10,1,105.55,1,1,0,1,5,1,6,0,6,1,0,80.0,162.9,5,1,4,9,296,0,0.037383177570093455,0.08526764566556135,1,protonmail,personal_domain,0,1,0,0
237,2108.75,1,38,1,6,8,41.0,0,0,0,1,6,2,11,0,2,1,1,70.0,77.8,2,1,2,14,0,0,0.02631578947368421,0.3414634146341464,1,merck,professional_domain,0,0,0,1
238,1400.0,1,32,5,5,2,213.31,1,1,0,1,6,2,15,0,2,1,1,80.0,181.2,6,1,3,12,0,0,0.15625,0.05625615301673621,0,protonmail,personal_domain,0,0,1,0
240,3075.0,1,183,5,8,1,60.4,1,0,0,1,6,1,6,4,0,0,0,70.0,132.4,4,1,3,12,176,0,0.0273224043715847,0.19867549668874174,1,gmail,personal_domain,0,1,0,0
242,1899.0,1,46,5,5,1,138.3,1,0,1,1,5,1,2,1,3,0,0,80.0,162.9,4,1,3,13,0,0,0.10869565217391304,0.09399855386840203,1,unitedhealth,professional_domain,0,1,0,0
243,950.0,1,14,5,11,1,67.01,1,0,0,1,5,1,13,0,4,0,0,80.0,91.9,3,0,2,15,0,0,0.35714285714285715,0.22384718698701686,1,visa,professional_domain,0,0,1,0
244,1169.0,1,35,4,8,7,67.0,0,8,0,1,5,1,2,0,3,1,0,60.0,111.1,3,1,2,17,0,0,0.11428571428571427,0.2537313432835821,1,gmail,personal_domain,0,1,0,0
245,1120.0,1,35,2,4,5,89.8,1,3,0,1,5,1,4,4,6,1,0,60.0,83.3,3,0,1,17,0,0,0.057142857142857134,0.18930957683741648,1,yahoo,personal_domain,0,1,0,0
246,2595.0,1,75,3,9,3,112.92,1,2,0,0,6,2,35,0,1,1,0,70.0,212.2,6,1,3,14,132,0,0.04,0.12398157987956075,0,pg,professional_domain,0,0,1,0
247,1776.0,1,37,6,4,3,137.95,1,2,0,1,5,2,3,0,4,0,0,80.0,172.8,5,1,3,12,70,0,0.16216216216216214,0.08698803914461763,1,protonmail,personal_domain,0,1,0,0
248,5095.5,1,208,2,8,8,123.78,0,1,0,1,5,1,29,0,4,1,0,80.0,176.6,6,2,4,8,402,0,0.009615384615384616,0.06463079657456779,0,goldmansacs,professional_domain,0,1,0,0
249,1350.0,1,70,3,4,3,80.67,1,1,0,0,6,2,33,0,1,1,0,70.0,160.4,6,0,3,13,0,0,0.042857142857142864,0.1611503656873683,0,gmail,personal_domain,0,0,1,0
250,2610.0,1,90,8,6,5,211.95,1,1,0,1,5,2,44,0,2,0,0,80.0,168.0,3,1,3,11,260,0,0.08888888888888889,0.05189903279075254,0,yahoo,personal_domain,0,0,1,0
251,3165.0,1,114,5,10,2,138.91,1,0,0,1,5,2,47,2,7,1,1,60.0,200.4,6,1,4,9,0,0,0.04385964912280702,0.06479015189691167,0,me,junk_domain,0,0,1,0
253,950.0,1,15,9,11,7,90.84,1,0,0,1,6,2,11,0,1,1,1,60.0,111.1,3,0,2,15,0,0,0.6,0.16512549537648613,1,unitedtech,professional_domain,0,0,1,0
254,2992.5,1,180,7,6,10,82.51,0,2,0,1,5,1,31,0,3,0,0,60.0,150.6,5,1,3,13,143,0,0.03888888888888889,0.15755665979881225,0,apple,professional_domain,0,1,0,0
256,5083.5,1,189,9,7,9,141.26,1,0,0,1,6,2,11,0,3,1,0,60.0,197.3,7,1,4,10,375,0,0.047619047619047616,0.07079144839303413,1,gmail,personal_domain,0,1,0,0
257,1365.0,1,34,2,4,1,106.78,1,0,0,0,5,1,4,0,1,1,1,80.0,176.8,6,0,1,16,0,0,0.05882352941176471,0.14984079415620902,1,apple,professional_domain,0,1,0,0
258,1065.0,1,12,2,11,9,89.39,1,1,0,0,7,2,6,0,0,0,0,60.0,88.2,3,0,2,15,0,0,0.16666666666666666,0.1678040049222508,1,yahoo,personal_domain,0,0,1,0
259,1550.0,1,121,2,6,3,23.72,1,4,1,1,6,2,3,0,5,0,0,80.0,141.6,4,0,3,12,0,0,0.016528925619834708,0.5059021922428331,1,hotmail,junk_domain,0,1,0,0
261,2948.75,1,91,1,6,8,42.0,1,1,0,1,6,2,11,4,2,0,0,80.0,151.2,2,1,3,13,513,0,0.01098901098901099,0.30952380952380953,1,aol,junk_domain,0,1,0,0
262,1737.0,1,85,4,6,3,29.0,1,2,0,1,5,1,8,0,1,0,0,70.0,122.4,2,0,3,15,76,0,0.047058823529411764,0.5172413793103449,1,visa,professional_domain,0,1,0,0
264,3682.5,1,147,3,7,9,175.42,1,0,0,1,6,1,45,0,3,1,0,80.0,216.7,7,2,3,13,0,0,0.020408163265306117,0.07410785543267588,0,mcdonalds,professional_domain,0,0,0,1
267,3124.5,1,129,5,9,3,133.3,0,1,0,1,6,1,37,0,0,1,0,80.0,160.0,5,1,4,10,640,0,0.03875968992248062,0.07501875468867218,0,apple,professional_domain,0,0,0,1
268,1080.0,1,13,3,12,8,97.0,1,5,0,1,6,2,8,0,2,0,0,60.0,67.2,2,0,2,16,0,0,0.2307692307692308,0.16494845360824742,1,protonmail,personal_domain,0,0,1,0
270,3180.0,1,138,5,8,2,103.06,1,3,0,1,5,2,11,0,2,0,0,80.0,165.8,5,1,4,11,294,0,0.036231884057971016,0.10673394139336308,1,gmail,personal_domain,0,1,0,0
271,2137.0,1,118,3,9,10,45.4,1,3,0,0,5,1,14,0,0,1,0,60.0,129.5,2,2,3,12,0,0,0.025423728813559324,0.2643171806167401,1,nike,professional_domain,0,1,0,0
273,3720.0,1,125,6,7,7,191.86,1,1,1,1,5,2,11,2,1,0,0,60.0,349.3,8,1,4,12,0,0,0.048,0.06254560617116647,1,pg,professional_domain,0,1,0,0
275,2065.0,1,48,1,5,4,41.0,1,3,0,0,6,2,10,7,0,0,0,80.0,69.8,2,0,1,17,0,0,0.02083333333333333,0.4146341463414634,1,gmail,personal_domain,0,0,0,1
276,1520.0,1,44,2,5,5,118.64,1,1,1,1,5,2,11,0,3,0,0,70.0,104.0,4,0,3,12,0,0,0.045454545454545456,0.10114632501685772,1,ibm,professional_domain,0,0,0,1
277,1550.0,1,36,8,9,4,21.0,1,2,0,1,5,2,7,0,2,1,0,70.0,182.6,5,1,2,16,0,0,0.2222222222222222,0.7619047619047619,1,yahoo,personal_domain,0,1,0,0
278,1550.0,1,59,7,5,9,41.13,1,1,0,1,5,2,5,4,3,0,0,80.0,133.7,3,1,3,13,0,0,0.11864406779661014,0.3160709944079747,1,protonmail,personal_domain,0,1,0,0
279,1305.0,1,87,4,4,10,109.67,0,2,0,1,5,1,11,0,10,0,0,80.0,120.0,4,0,2,16,0,0,0.045977011494252866,0.1458922221209082,1,aol,junk_domain,0,1,0,0
280,1480.0,1,38,3,8,7,132.29,1,0,2,1,5,2,13,3,2,0,0,70.0,108.1,3,0,2,18,276,0,0.07894736842105263,0.13606470632700884,1,live,junk_domain,0,0,1,0
281,1947.0,1,62,5,8,10,74.77,1,3,0,1,6,1,2,2,1,1,0,60.0,136.2,4,1,3,12,256,0,0.08064516129032258,0.16049217600641968,1,aol,junk_domain,0,1,0,0
283,4500.0,1,218,4,10,7,104.37,1,0,0,0,6,1,22,6,2,0,0,70.0,211.3,5,1,4,11,660,0,0.01834862385321101,0.10539427038421002,0,walmart,professional_domain,0,1,0,0
284,1450.0,1,131,5,4,5,116.59,1,1,0,1,6,2,14,0,0,0,0,70.0,109.7,4,0,3,13,0,0,0.03816793893129771,0.1115018440689596,1,yahoo,personal_domain,0,1,0,0
285,1260.0,1,33,2,5,8,55.0,1,2,0,0,6,1,7,0,1,0,0,70.0,165.6,5,1,2,17,0,0,0.060606060606060615,0.3090909090909091,1,gmail,personal_domain,0,0,0,1
286,1895.0,1,112,5,8,2,101.79,1,2,0,1,5,1,32,0,2,0,0,70.0,160.8,5,1,3,15,0,0,0.04464285714285714,0.14736221632773355,0,me,junk_domain,0,0,0,1
287,1600.0,1,77,5,5,7,76.94,1,1,0,1,6,2,22,0,9,1,1,70.0,198.4,6,0,2,15,0,0,0.06493506493506493,0.1949571094359241,0,protonmail,personal_domain,0,0,0,1
289,1945.0,1,46,9,9,5,109.32,1,1,1,0,6,1,8,8,2,0,0,60.0,189.5,5,1,3,13,0,0,0.1956521739130435,0.11891694109037687,1,gmail,personal_domain,0,1,0,0
291,1989.0,1,62,3,7,2,110.02,1,3,0,0,6,2,7,0,1,0,0,60.0,122.6,4,0,4,10,0,0,0.04838709677419355,0.09089256498818396,1,yahoo,personal_domain,0,1,0,0
293,1300.0,1,41,2,7,8,99.64,1,2,0,1,5,1,1,0,4,0,0,60.0,89.4,3,0,3,13,0,0,0.04878048780487805,0.1304696908871939,1,protonmail,personal_domain,0,1,0,0
294,2595.0,1,110,4,8,5,153.5,1,2,1,1,6,2,8,0,0,0,0,80.0,151.3,3,1,3,12,260,0,0.03636363636363636,0.0781758957654723,1,yahoo,personal_domain,0,1,0,0
295,1810.0,1,48,4,8,10,74.41,1,3,0,0,6,2,14,8,5,0,0,60.0,148.6,5,0,3,15,170,0,0.08333333333333333,0.20158580835909154,1,gmail,personal_domain,0,0,0,1
296,1421.0,1,50,3,7,10,81.5,1,2,0,0,5,2,11,9,2,1,1,60.0,105.3,4,0,3,15,0,0,0.06,0.1840490797546012,1,travelers,professional_domain,0,0,0,1
297,2040.0,1,71,8,6,5,94.39,1,4,0,1,5,2,2,0,0,0,0,80.0,223.7,5,1,3,14,0,0,0.11267605633802814,0.1483207966945651,1,cisco,professional_domain,0,1,0,0
298,1368.0,1,46,3,4,8,82.9,0,4,1,1,6,2,14,0,6,0,0,70.0,111.7,4,0,2,16,0,0,0.06521739130434782,0.19300361881785286,1,protonmail,personal_domain,0,0,0,1
299,2835.0,1,115,7,10,5,121.23,1,0,1,1,6,1,39,0,1,0,0,80.0,180.0,5,0,3,11,0,0,0.060869565217391314,0.0907366163490885,0,protonmail,personal_domain,0,0,1,0
300,800.0,1,15,7,11,5,19.77,1,3,0,1,6,1,1,0,1,0,0,70.0,63.0,1,0,2,16,0,0,0.4666666666666667,0.8093070308548306,1,jnj,professional_domain,0,1,0,0
301,1510.0,1,38,8,6,10,25.5,1,3,0,0,6,2,13,6,1,0,0,60.0,155.6,4,1,3,13,0,0,0.21052631578947367,0.5098039215686274,1,gmail,personal_domain,0,0,1,0
302,1230.0,1,67,5,6,2,63.5,1,2,1,1,5,2,6,2,3,0,0,60.0,91.2,4,0,2,17,60,0,0.07462686567164177,0.2677165354330709,1,yahoo,personal_domain,0,1,0,0
303,600.0,1,13,6,11,5,90.0,1,2,0,1,6,1,14,0,3,0,0,70.0,43.8,1,0,2,14,0,0,0.4615384615384616,0.15555555555555556,1,ge,for_proft_domain,0,0,1,0
304,3210.0,1,145,4,7,3,91.0,1,0,0,0,5,1,2,0,1,1,0,60.0,264.6,7,1,4,12,256,0,0.027586206896551724,0.13186813186813187,1,mmm,professional_domain,0,1,0,0
305,3105.0,1,183,9,9,10,116.5,1,2,0,0,6,1,12,0,10,0,0,80.0,229.0,7,1,3,14,0,0,0.049180327868852465,0.12017167381974247,1,mmm,professional_domain,0,1,0,0
307,1490.0,1,47,8,6,10,40.38,1,0,0,0,5,1,5,0,8,0,0,70.0,84.8,1,1,3,12,205,0,0.1702127659574468,0.2971768202080238,1,jnj,professional_domain,0,1,0,0
309,1590.0,1,50,6,4,4,89.0,1,2,0,1,5,1,24,0,1,0,0,60.0,139.4,4,2,3,12,247,0,0.12,0.1348314606741573,0,me,junk_domain,0,0,1,0
310,3330.0,1,170,8,8,4,82.39,1,0,0,1,7,2,13,0,2,1,1,60.0,278.7,6,2,5,5,23,0,0.047058823529411764,0.06068697657482704,1,protonmail,personal_domain,0,1,0,0
311,4875.0,1,214,6,7,2,157.62,1,3,0,0,6,1,6,0,1,0,0,60.0,220.0,6,1,4,10,470,0,0.02803738317757009,0.0634437254155564,1,mcdonalds,professional_domain,0,1,0,0
313,1700.0,1,38,8,9,2,107.25,1,2,0,0,5,0,25,2,0,0,0,60.0,117.3,4,2,3,14,81,0,0.21052631578947367,0.13053613053613053,0,gmail,personal_domain,0,0,1,0
314,929.0,1,14,8,11,3,78.44,1,1,0,1,6,1,7,0,0,0,0,70.0,104.0,4,0,3,11,0,0,0.5714285714285714,0.14023457419683835,1,msn,junk_domain,0,0,1,0
315,1890.0,1,129,6,7,1,121.18,1,0,1,1,5,1,5,0,3,1,0,80.0,184.5,6,1,3,13,0,1,0.04651162790697674,0.10727842878362766,1,yahoo,personal_domain,0,1,0,0
317,4590.0,1,142,5,10,6,88.69,1,1,0,0,6,1,5,2,1,0,0,70.0,170.2,5,1,4,10,766,0,0.035211267605633804,0.11275228323373547,1,aol,junk_domain,0,1,0,0
318,1195.0,1,62,4,6,1,205.6,1,3,1,1,6,2,9,0,1,1,0,60.0,130.2,4,0,2,15,268,0,0.06451612903225806,0.07295719844357977,1,unitedhealth,professional_domain,0,1,0,0
319,1985.0,1,51,6,8,5,83.49,1,1,0,1,6,2,2,0,2,1,0,80.0,172.5,4,0,3,12,0,0,0.1176470588235294,0.1437297879985627,1,protonmail,personal_domain,0,1,0,0
321,1885.0,1,135,6,7,1,78.95,1,0,0,1,5,2,40,0,0,0,0,60.0,143.2,4,1,3,13,0,0,0.04444444444444445,0.16466117796073462,0,gmail,personal_domain,0,0,0,1
322,2100.0,1,150,6,9,2,89.0,1,2,0,1,5,2,4,1,5,0,0,80.0,159.0,4,0,3,11,0,0,0.04,0.12359550561797752,1,msn,junk_domain,0,1,0,0
324,1792.0,1,68,3,5,10,78.12,1,2,0,1,6,1,24,0,3,0,0,80.0,157.5,3,0,3,14,0,0,0.04411764705882353,0.17921146953405018,0,walmart,professional_domain,0,0,1,0
326,854.0,1,12,6,11,6,12.8,1,0,0,1,5,1,18,0,2,0,0,70.0,98.7,2,0,2,16,232,0,0.5,1.25,0,jpmorgan,professional_domain,0,0,1,0
328,850.0,1,15,8,12,5,84.7,1,0,0,0,6,2,23,0,7,1,0,80.0,152.6,4,0,1,15,0,0,0.5333333333333333,0.1770956316410862,0,yahoo,personal_domain,0,0,1,0
329,2432.5,1,34,1,6,9,33.0,1,0,0,1,6,1,10,8,0,1,1,80.0,105.6,4,0,2,15,0,0,0.029411764705882356,0.4545454545454545,1,gmail,personal_domain,0,0,0,1
332,1580.0,1,144,7,4,10,87.5,1,0,0,0,5,2,17,0,0,0,0,60.0,130.2,5,0,2,16,108,0,0.04861111111111111,0.18285714285714288,0,yahoo,personal_domain,0,1,0,0
